Freq.	V(out)
2.53318359389781e+01	(2.56653283245511e+01dB,4.22025224969490e+01°)
2.53512863049808e+01	(2.56678871688174e+01dB,4.21778793340177e+01°)
2.53707516054217e+01	(2.56704435459867e+01dB,4.21532426491933e+01°)
2.53902318517678e+01	(2.56729974570951e+01dB,4.21286124522345e+01°)
2.54097270554948e+01	(2.56755489030881e+01dB,4.21039887515083e+01°)
2.54292372280874e+01	(2.56780978849999e+01dB,4.20793715573677e+01°)
2.54487623810391e+01	(2.56806444038377e+01dB,4.20547608778132e+01°)
2.54683025258522e+01	(2.56831884606040e+01dB,4.20301567228000e+01°)
2.54878576740376e+01	(2.56857300563231e+01dB,4.20055591009307e+01°)
2.55074278371153e+01	(2.56882691919672e+01dB,4.19809680216405e+01°)
2.55270130266142e+01	(2.56908058686062e+01dB,4.19563834939600e+01°)
2.55466132540719e+01	(2.56933400872067e+01dB,4.19318055272431e+01°)
2.55662285310347e+01	(2.56958718488173e+01dB,4.19072341300666e+01°)
2.55858588690582e+01	(2.56984011544445e+01dB,4.18826693117816e+01°)
2.56055042797065e+01	(2.57009280051230e+01dB,4.18581110818628e+01°)
2.56251647745528e+01	(2.57034524018703e+01dB,4.18335594486681e+01°)
2.56448403651789e+01	(2.57059743457525e+01dB,4.18090144216063e+01°)
2.56645310631759e+01	(2.57084938377284e+01dB,4.17844760097330e+01°)
2.56842368801435e+01	(2.57110108788699e+01dB,4.17599442220760e+01°)
2.57039578276904e+01	(2.57135254702206e+01dB,4.17354190678897e+01°)
2.57236939174342e+01	(2.57160376127769e+01dB,4.17109005556082e+01°)
2.57434451610014e+01	(2.57185473076255e+01dB,4.16863886951602e+01°)
2.57632115700275e+01	(2.57210545557984e+01dB,4.16618834944282e+01°)
2.57829931561569e+01	(2.57235593582941e+01dB,4.16373849631702e+01°)
2.58027899310429e+01	(2.57260617162126e+01dB,4.16128931102591e+01°)
2.58226019063477e+01	(2.57285616305564e+01dB,4.15884079442788e+01°)
2.58424290937427e+01	(2.57310591023840e+01dB,4.15639294749277e+01°)
2.58622715049080e+01	(2.57335541327704e+01dB,4.15394577102550e+01°)
2.58821291515327e+01	(2.57360467227694e+01dB,4.15149926597609e+01°)
2.59020020453150e+01	(2.57385368733883e+01dB,4.14905343321265e+01°)
2.59218901979621e+01	(2.57410245857413e+01dB,4.14660827366188e+01°)
2.59417936211899e+01	(2.57435098608498e+01dB,4.14416378817291e+01°)
2.59617123267237e+01	(2.57459926997950e+01dB,4.14171997765769e+01°)
2.59816463262976e+01	(2.57484731036249e+01dB,4.13927684300792e+01°)
2.60015956316545e+01	(2.57509510734065e+01dB,4.13683438512156e+01°)
2.60215602545468e+01	(2.57534266102309e+01dB,4.13439260485437e+01°)
2.60415402067355e+01	(2.57558997151141e+01dB,4.13195150308890e+01°)
2.60615354999908e+01	(2.57583703892006e+01dB,4.12951108073081e+01°)
2.60815461460919e+01	(2.57608386335303e+01dB,4.12707133863820e+01°)
2.61015721568272e+01	(2.57633044491268e+01dB,4.12463227775313e+01°)
2.61216135439939e+01	(2.57657678371492e+01dB,4.12219389887688e+01°)
2.61416703193984e+01	(2.57682287986695e+01dB,4.11975620295869e+01°)
2.61617424948561e+01	(2.57706873347247e+01dB,4.11731919084839e+01°)
2.61818300821917e+01	(2.57731434463983e+01dB,4.11488286340950e+01°)
2.62019330932386e+01	(2.57755971347942e+01dB,4.11244722149995e+01°)
2.62220515398395e+01	(2.57780484010414e+01dB,4.11001226610600e+01°)
2.62421854338462e+01	(2.57804972461564e+01dB,4.10757799797746e+01°)
2.62623347871197e+01	(2.57829436712432e+01dB,4.10514441801348e+01°)
2.62824996115298e+01	(2.57853876774687e+01dB,4.10271152713998e+01°)
2.63026799189557e+01	(2.57878292658461e+01dB,4.10027932618436e+01°)
2.63228757212855e+01	(2.57902684375293e+01dB,4.09784781604686e+01°)
2.63430870304167e+01	(2.57927051935699e+01dB,4.09541699756797e+01°)
2.63633138582556e+01	(2.57951395350837e+01dB,4.09298687160297e+01°)
2.63835562167180e+01	(2.57975714631866e+01dB,4.09055743910383e+01°)
2.64038141177286e+01	(2.58000009789992e+01dB,4.08812870082225e+01°)
2.64240875732213e+01	(2.58024280836276e+01dB,4.08570065766055e+01°)
2.64443765951392e+01	(2.58048527781207e+01dB,4.08327331054830e+01°)
2.64646811954346e+01	(2.58072750636556e+01dB,4.08084666026930e+01°)
2.64850013860689e+01	(2.58096949413515e+01dB,4.07842070772557e+01°)
2.65053371790126e+01	(2.58121124122412e+01dB,4.07599545378428e+01°)
2.65256885862458e+01	(2.58145274775578e+01dB,4.07357089926156e+01°)
2.65460556197572e+01	(2.58169401383187e+01dB,4.07114704502331e+01°)
2.65664382915453e+01	(2.58193503957321e+01dB,4.06872389196871e+01°)
2.65868366136173e+01	(2.58217582508298e+01dB,4.06630144094565e+01°)
2.66072505979900e+01	(2.58241637048114e+01dB,4.06387969279193e+01°)
2.66276802566891e+01	(2.58265667587804e+01dB,4.06145864831625e+01°)
2.66481256017499e+01	(2.58289674138736e+01dB,4.05903830844968e+01°)
2.66685866452167e+01	(2.58313656712048e+01dB,4.05661867401911e+01°)
2.66890633991430e+01	(2.58337615319064e+01dB,4.05419974585827e+01°)
2.67095558755917e+01	(2.58361549971206e+01dB,4.05178152481333e+01°)
2.67300640866350e+01	(2.58385460680082e+01dB,4.04936401173729e+01°)
2.67505880443542e+01	(2.58409347456734e+01dB,4.04694720751029e+01°)
2.67711277608399e+01	(2.58433210312663e+01dB,4.04453111294826e+01°)
2.67916832481922e+01	(2.58457049259278e+01dB,4.04211572887863e+01°)
2.68122545185202e+01	(2.58480864308192e+01dB,4.03970105620222e+01°)
2.68328415839425e+01	(2.58504655470818e+01dB,4.03728709569199e+01°)
2.68534444565870e+01	(2.58528422758632e+01dB,4.03487384823575e+01°)
2.68740631485906e+01	(2.58552166182922e+01dB,4.03246131465994e+01°)
2.68946976721001e+01	(2.58575885755448e+01dB,4.03004949579343e+01°)
2.69153480392710e+01	(2.58599581487568e+01dB,4.02763839250511e+01°)
2.69360142622687e+01	(2.58623253391185e+01dB,4.02522800560647e+01°)
2.69566963532674e+01	(2.58646901477424e+01dB,4.02281833595899e+01°)
2.69773943244511e+01	(2.58670525757984e+01dB,4.02040938434292e+01°)
2.69981081880129e+01	(2.58694126244926e+01dB,4.01800115162485e+01°)
2.70188379561553e+01	(2.58717702949414e+01dB,4.01559363867240e+01°)
2.70395836410903e+01	(2.58741255883215e+01dB,4.01318684624822e+01°)
2.70603452550392e+01	(2.58764785058347e+01dB,4.01078077521869e+01°)
2.70811228102325e+01	(2.58788290485958e+01dB,4.00837542642732e+01°)
2.71019163189103e+01	(2.58811772177991e+01dB,4.00597080067999e+01°)
2.71227257933222e+01	(2.58835230146102e+01dB,4.00356689880508e+01°)
2.71435512457269e+01	(2.58858664402134e+01dB,4.00116372163817e+01°)
2.71643926883927e+01	(2.58882074957822e+01dB,3.99876126997218e+01°)
2.71852501335974e+01	(2.58905461825108e+01dB,3.99635954466145e+01°)
2.72061235936280e+01	(2.58928825015544e+01dB,3.99395854652210e+01°)
2.72270130807810e+01	(2.58952164540970e+01dB,3.99155827637202e+01°)
2.72479186073626e+01	(2.58975480413150e+01dB,3.98915873502879e+01°)
2.72688401856880e+01	(2.58998772644382e+01dB,3.98675992333129e+01°)
2.72897778280823e+01	(2.59022041246115e+01dB,3.98436184201752e+01°)
2.73107315468798e+01	(2.59045286230238e+01dB,3.98196449205025e+01°)
2.73317013544242e+01	(2.59068507608904e+01dB,3.97956787407600e+01°)
2.73526872630690e+01	(2.59091705393965e+01dB,3.97717198903964e+01°)
2.73736892851769e+01	(2.59114879597376e+01dB,3.97477683768893e+01°)
2.73947074331202e+01	(2.59138030230825e+01dB,3.97238242084813e+01°)
2.74157417192807e+01	(2.59161157306513e+01dB,3.96998873930890e+01°)
2.74367921560497e+01	(2.59184260836861e+01dB,3.96759579391242e+01°)
2.74578587558280e+01	(2.59207340833022e+01dB,3.96520358544438e+01°)
2.74789415310259e+01	(2.59230397307547e+01dB,3.96281211474124e+01°)
2.75000404940633e+01	(2.59253430272374e+01dB,3.96042138257007e+01°)
2.75211556573695e+01	(2.59276439739580e+01dB,3.95803138974097e+01°)
2.75422870333836e+01	(2.59299425721444e+01dB,3.95564213705965e+01°)
2.75634346345540e+01	(2.59322388230074e+01dB,3.95325362533698e+01°)
2.75845984733387e+01	(2.59345327277208e+01dB,3.95086585539976e+01°)
2.76057785622054e+01	(2.59368242875122e+01dB,3.94847882796482e+01°)
2.76269749136313e+01	(2.59391135036186e+01dB,3.94609254394728e+01°)
2.76481875401030e+01	(2.59414003772186e+01dB,3.94370700404960e+01°)
2.76694164541171e+01	(2.59436849095992e+01dB,3.94132220905329e+01°)
2.76906616681793e+01	(2.59459671018947e+01dB,3.93893815986187e+01°)
2.77119231948054e+01	(2.59482469553950e+01dB,3.93655485713824e+01°)
2.77332010465204e+01	(2.59505244712851e+01dB,3.93417230177197e+01°)
2.77544952358591e+01	(2.59527996507998e+01dB,3.93179049451284e+01°)
2.77758057753659e+01	(2.59550724952036e+01dB,3.92940943616672e+01°)
2.77971326775948e+01	(2.59573430056530e+01dB,3.92702912748506e+01°)
2.78184759551096e+01	(2.59596111834757e+01dB,3.92464956929667e+01°)
2.78398356204836e+01	(2.59618770298200e+01dB,3.92227076237117e+01°)
2.78612116862997e+01	(2.59641405459683e+01dB,3.91989270749945e+01°)
2.78826041651505e+01	(2.59664017331277e+01dB,3.91751540544398e+01°)
2.79040130696384e+01	(2.59686605925286e+01dB,3.91513885700500e+01°)
2.79254384123753e+01	(2.59709171254608e+01dB,3.91276306295747e+01°)
2.79468802059830e+01	(2.59731713331142e+01dB,3.91038802409386e+01°)
2.79683384630927e+01	(2.59754232167698e+01dB,3.90801374115374e+01°)
2.79898131963456e+01	(2.59776727776426e+01dB,3.90564021496210e+01°)
2.80113044183923e+01	(2.59799200169795e+01dB,3.90326744626911e+01°)
2.80328121418935e+01	(2.59821649360617e+01dB,3.90089543584573e+01°)
2.80543363795191e+01	(2.59844075361043e+01dB,3.89852418449462e+01°)
2.80758771439493e+01	(2.59866478183358e+01dB,3.89615369294248e+01°)
2.80974344478736e+01	(2.59888857841193e+01dB,3.89378396199145e+01°)
2.81190083039914e+01	(2.59911214345681e+01dB,3.89141499237918e+01°)
2.81405987250119e+01	(2.59933547710345e+01dB,3.88904678493796e+01°)
2.81622057236541e+01	(2.59955857947065e+01dB,3.88667934035822e+01°)
2.81838293126465e+01	(2.59978145069318e+01dB,3.88431265946720e+01°)
2.82054695047277e+01	(2.60000409088977e+01dB,3.88194674298030e+01°)
2.82271263126459e+01	(2.60022650018880e+01dB,3.87958159169765e+01°)
2.82487997491591e+01	(2.60044867871650e+01dB,3.87721720639466e+01°)
2.82704898270351e+01	(2.60067062659975e+01dB,3.87485358776471e+01°)
2.82921965590515e+01	(2.60089234396928e+01dB,3.87249073660561e+01°)
2.83139199579958e+01	(2.60111383094186e+01dB,3.87012865369974e+01°)
2.83356600366652e+01	(2.60133508765487e+01dB,3.86776733979165e+01°)
2.83574168078668e+01	(2.60155611422957e+01dB,3.86540679557923e+01°)
2.83791902844176e+01	(2.60177691079776e+01dB,3.86304702189344e+01°)
2.84009804791442e+01	(2.60199747748164e+01dB,3.86068801945200e+01°)
2.84227874048832e+01	(2.60221781441375e+01dB,3.85832978901066e+01°)
2.84446110744812e+01	(2.60243792171720e+01dB,3.85597233136041e+01°)
2.84664515007944e+01	(2.60265779952352e+01dB,3.85361564718058e+01°)
2.84883086966890e+01	(2.60287744795915e+01dB,3.85125973724830e+01°)
2.85101826750411e+01	(2.60309686715772e+01dB,3.84890460229939e+01°)
2.85320734487367e+01	(2.60331605723969e+01dB,3.84655024311387e+01°)
2.85539810306716e+01	(2.60353501833591e+01dB,3.84419666040325e+01°)
2.85759054337515e+01	(2.60375375058020e+01dB,3.84184385492364e+01°)
2.85978466708921e+01	(2.60397225409507e+01dB,3.83949182742326e+01°)
2.86198047550191e+01	(2.60419052900923e+01dB,3.83714057861441e+01°)
2.86417796990678e+01	(2.60440857545830e+01dB,3.83479010928652e+01°)
2.86637715159838e+01	(2.60462639356976e+01dB,3.83244042014076e+01°)
2.86857802187224e+01	(2.60484398347099e+01dB,3.83009151189677e+01°)
2.87078058202489e+01	(2.60506134529037e+01dB,3.82774338532903e+01°)
2.87298483335387e+01	(2.60527847915979e+01dB,3.82539604112686e+01°)
2.87519077715769e+01	(2.60549538520997e+01dB,3.82304948005640e+01°)
2.87739841473587e+01	(2.60571206357111e+01dB,3.82070370287244e+01°)
2.87960774738894e+01	(2.60592851437299e+01dB,3.81835871026524e+01°)
2.88181877641842e+01	(2.60614473774328e+01dB,3.81601450295384e+01°)
2.88403150312681e+01	(2.60636073381757e+01dB,3.81367108167628e+01°)
2.88624592881764e+01	(2.60657650272085e+01dB,3.81132844722214e+01°)
2.88846205479542e+01	(2.60679204459119e+01dB,3.80898660021505e+01°)
2.89067988236568e+01	(2.60700735955238e+01dB,3.80664554143366e+01°)
2.89289941283493e+01	(2.60722244773919e+01dB,3.80430527160714e+01°)
2.89512064751071e+01	(2.60743730928398e+01dB,3.80196579141062e+01°)
2.89734358770153e+01	(2.60765194431692e+01dB,3.79962710160104e+01°)
2.89956823471693e+01	(2.60786635296912e+01dB,3.79728920289570e+01°)
2.90179458986746e+01	(2.60808053537273e+01dB,3.79495209601374e+01°)
2.90402265446466e+01	(2.60829449166023e+01dB,3.79261578166960e+01°)
2.90625242982107e+01	(2.60850822196338e+01dB,3.79028026057814e+01°)
2.90848391725027e+01	(2.60872172641126e+01dB,3.78794553337046e+01°)
2.91071711806681e+01	(2.60893500514339e+01dB,3.78561160089362e+01°)
2.91295203358628e+01	(2.60914805828670e+01dB,3.78327846377305e+01°)
2.91518866512527e+01	(2.60936088597380e+01dB,3.78094612276958e+01°)
2.91742701400138e+01	(2.60957348833783e+01dB,3.77861457853350e+01°)
2.91966708153320e+01	(2.60978586551506e+01dB,3.77628383184254e+01°)
2.92190886904038e+01	(2.60999801763542e+01dB,3.77395388330518e+01°)
2.92415237784354e+01	(2.61020994483355e+01dB,3.77162473371165e+01°)
2.92639760926434e+01	(2.61042164723953e+01dB,3.76929638368449e+01°)
2.92864456462545e+01	(2.61063312499169e+01dB,3.76696883403089e+01°)
2.93089324525053e+01	(2.61084437821948e+01dB,3.76464208538091e+01°)
2.93314365246430e+01	(2.61105540706034e+01dB,3.76231613842544e+01°)
2.93539578759246e+01	(2.61126621164506e+01dB,3.75999099388615e+01°)
2.93764965196174e+01	(2.61147679211069e+01dB,3.75766665244996e+01°)
2.93990524689991e+01	(2.61168714858711e+01dB,3.75534311481638e+01°)
2.94216257373572e+01	(2.61189728121426e+01dB,3.75302038168299e+01°)
2.94442163379897e+01	(2.61210719012064e+01dB,3.75069845375034e+01°)
2.94668242842048e+01	(2.61231687544325e+01dB,3.74837733166283e+01°)
2.94894495893207e+01	(2.61252633731957e+01dB,3.74605701618399e+01°)
2.95120922666660e+01	(2.61273557588165e+01dB,3.74373750791513e+01°)
2.95347523295795e+01	(2.61294459126434e+01dB,3.74141880759630e+01°)
2.95574297914103e+01	(2.61315338360195e+01dB,3.73910091591536e+01°)
2.95801246655176e+01	(2.61336195303455e+01dB,3.73678383350772e+01°)
2.96028369652710e+01	(2.61357029969294e+01dB,3.73446756112514e+01°)
2.96255667040503e+01	(2.61377842371233e+01dB,3.73215209940114e+01°)
2.96483138952456e+01	(2.61398632523008e+01dB,3.72983744904871e+01°)
2.96710785522572e+01	(2.61419400438182e+01dB,3.72752361070418e+01°)
2.96938606884958e+01	(2.61440146130531e+01dB,3.72521058508336e+01°)
2.97166603173824e+01	(2.61460869613358e+01dB,3.72289837284035e+01°)
2.97394774523482e+01	(2.61481570900201e+01dB,3.72058697465609e+01°)
2.97623121068348e+01	(2.61502250004856e+01dB,3.71827639122678e+01°)
2.97851642942940e+01	(2.61522906941190e+01dB,3.71596662313919e+01°)
2.98080340281882e+01	(2.61543541722924e+01dB,3.71365767119107e+01°)
2.98309213219898e+01	(2.61564154362843e+01dB,3.71134953595606e+01°)
2.98538261891817e+01	(2.61584744875918e+01dB,3.70904221812275e+01°)
2.98767486432573e+01	(2.61605313274587e+01dB,3.70673571836966e+01°)
2.98996886977201e+01	(2.61625859573433e+01dB,3.70443003733762e+01°)
2.99226463660840e+01	(2.61646383785981e+01dB,3.70212517575870e+01°)
2.99456216618736e+01	(2.61666885925857e+01dB,3.69982113420319e+01°)
2.99686145986234e+01	(2.61687366006702e+01dB,3.69751791341266e+01°)
2.99916251898787e+01	(2.61707824042359e+01dB,3.69521551400310e+01°)
3.00146534491949e+01	(2.61728260046679e+01dB,3.69291393659779e+01°)
3.00376993901381e+01	(2.61748674033475e+01dB,3.69061318193222e+01°)
3.00607630262845e+01	(2.61769066016565e+01dB,3.68831325062623e+01°)
3.00838443712210e+01	(2.61789436009255e+01dB,3.68601414334301e+01°)
3.01069434385447e+01	(2.61809784026249e+01dB,3.68371586068431e+01°)
3.01300602418634e+01	(2.61830110080646e+01dB,3.68141840339014e+01°)
3.01531947947951e+01	(2.61850414186720e+01dB,3.67912177203761e+01°)
3.01763471109684e+01	(2.61870696357787e+01dB,3.67682596728968e+01°)
3.01995172040223e+01	(2.61890956608609e+01dB,3.67453098980696e+01°)
3.02227050876064e+01	(2.61911194952367e+01dB,3.67223684025395e+01°)
3.02459107753805e+01	(2.61931411402976e+01dB,3.66994351925676e+01°)
3.02691342810152e+01	(2.61951605974630e+01dB,3.66765102740483e+01°)
3.02923756181915e+01	(2.61971778681178e+01dB,3.66535936545508e+01°)
3.03156348006007e+01	(2.61991929536316e+01dB,3.66306853396578e+01°)
3.03389118419449e+01	(2.62012058554410e+01dB,3.66077853360249e+01°)
3.03622067559366e+01	(2.62032165748971e+01dB,3.65848936498890e+01°)
3.03855195562987e+01	(2.62052251134313e+01dB,3.65620102875794e+01°)
3.04088502567650e+01	(2.62072314723865e+01dB,3.65391352555296e+01°)
3.04321988710794e+01	(2.62092356532627e+01dB,3.65162685599912e+01°)
3.04555654129967e+01	(2.62112376573549e+01dB,3.64934102077883e+01°)
3.04789498962820e+01	(2.62132374861283e+01dB,3.64705602045857e+01°)
3.05023523347113e+01	(2.62152351409618e+01dB,3.64477185568533e+01°)
3.05257727420707e+01	(2.62172306232524e+01dB,3.64248852711521e+01°)
3.05492111321573e+01	(2.62192239344262e+01dB,3.64020603532713e+01°)
3.05726675187787e+01	(2.62212150758746e+01dB,3.63792438098552e+01°)
3.05961419157530e+01	(2.62232040490002e+01dB,3.63564356471669e+01°)
3.06196343369090e+01	(2.62251908552218e+01dB,3.63336358712679e+01°)
3.06431447960860e+01	(2.62271754959521e+01dB,3.63108444880257e+01°)
3.06666733071341e+01	(2.62291579725930e+01dB,3.62880615046517e+01°)
3.06902198839138e+01	(2.62311382865454e+01dB,3.62652869262178e+01°)
3.07137845402965e+01	(2.62331164392487e+01dB,3.62425207593062e+01°)
3.07373672901642e+01	(2.62350924320893e+01dB,3.62197630102284e+01°)
3.07609681474093e+01	(2.62370662665043e+01dB,3.61970136851303e+01°)
3.07845871259352e+01	(2.62390379438801e+01dB,3.61742727899770e+01°)
3.08082242396558e+01	(2.62410074656899e+01dB,3.61515403313036e+01°)
3.08318795024958e+01	(2.62429748332814e+01dB,3.61288163145151e+01°)
3.08555529283904e+01	(2.62449400481274e+01dB,3.61061007460046e+01°)
3.08792445312856e+01	(2.62469031116182e+01dB,3.60833936320383e+01°)
3.09029543251382e+01	(2.62488640251829e+01dB,3.60606949784736e+01°)
3.09266823239155e+01	(2.62508227902490e+01dB,3.60380047913573e+01°)
3.09504285415959e+01	(2.62527794082419e+01dB,3.60153230769250e+01°)
3.09741929921681e+01	(2.62547338805895e+01dB,3.59926498408794e+01°)
3.09979756896317e+01	(2.62566862086948e+01dB,3.59699850895240e+01°)
3.10217766479973e+01	(2.62586363940147e+01dB,3.59473288286834e+01°)
3.10455958812858e+01	(2.62605844379332e+01dB,3.59246810642100e+01°)
3.10694334035293e+01	(2.62625303419426e+01dB,3.59020418025221e+01°)
3.10932892287703e+01	(2.62644741074130e+01dB,3.58794110489979e+01°)
3.11171633710624e+01	(2.62664157358091e+01dB,3.58567888101478e+01°)
3.11410558444699e+01	(2.62683552285553e+01dB,3.58341750913540e+01°)
3.11649666630676e+01	(2.62702925870791e+01dB,3.58115698990641e+01°)
3.11888958409416e+01	(2.62722278128125e+01dB,3.57889732385868e+01°)
3.12128433921885e+01	(2.62741609072031e+01dB,3.57663851161354e+01°)
3.12368093309158e+01	(2.62760918716716e+01dB,3.57438055375346e+01°)
3.12607936712418e+01	(2.62780207076730e+01dB,3.57212345089245e+01°)
3.12847964272957e+01	(2.62799474166537e+01dB,3.56986720356704e+01°)
3.13088176132175e+01	(2.62818720000035e+01dB,3.56761181235874e+01°)
3.13328572431581e+01	(2.62837944591933e+01dB,3.56535727788852e+01°)
3.13569153312793e+01	(2.62857147956696e+01dB,3.56310360072723e+01°)
3.13809918917535e+01	(2.62876330108861e+01dB,3.56085078141067e+01°)
3.14050869387645e+01	(2.62895491062410e+01dB,3.55859882056883e+01°)
3.14292004865064e+01	(2.62914630832270e+01dB,3.55634771874534e+01°)
3.14533325491847e+01	(2.62933749432783e+01dB,3.55409747651979e+01°)
3.14774831410155e+01	(2.62952846877736e+01dB,3.55184809447616e+01°)
3.15016522762258e+01	(2.62971923182892e+01dB,3.54959957319300e+01°)
3.15258399690539e+01	(2.62990978361476e+01dB,3.54735191318802e+01°)
3.15500462337486e+01	(2.63010012429057e+01dB,3.54510511510503e+01°)
3.15742710845698e+01	(2.63029025399007e+01dB,3.54285917946118e+01°)
3.15985145357883e+01	(2.63048017286582e+01dB,3.54061410682238e+01°)
3.16227766016861e+01	(2.63066988106150e+01dB,3.53836989780440e+01°)
3.16470572965558e+01	(2.63085937872120e+01dB,3.53612655288067e+01°)
3.16713566347013e+01	(2.63104866599413e+01dB,3.53388407269710e+01°)
3.16956746304372e+01	(2.63123774302062e+01dB,3.53164245776136e+01°)
3.17200112980893e+01	(2.63142660994748e+01dB,3.52940170864807e+01°)
3.17443666519944e+01	(2.63161526692198e+01dB,3.52716182590828e+01°)
3.17687407065000e+01	(2.63180371408894e+01dB,3.52492281013260e+01°)
3.17931334759651e+01	(2.63199195159500e+01dB,3.52268466185202e+01°)
3.18175449747593e+01	(2.63217997958532e+01dB,3.52044738158329e+01°)
3.18419752172636e+01	(2.63236779820542e+01dB,3.51821096995816e+01°)
3.18664242178696e+01	(2.63255540760201e+01dB,3.51597542742389e+01°)
3.18908919909804e+01	(2.63274280792111e+01dB,3.51374075461660e+01°)
3.19153785510100e+01	(2.63292999930726e+01dB,3.51150695203979e+01°)
3.19398839123832e+01	(2.63311698191117e+01dB,3.50927402027527e+01°)
3.19644080895362e+01	(2.63330375587488e+01dB,3.50704195984487e+01°)
3.19889510969163e+01	(2.63349032134629e+01dB,3.50481077126175e+01°)
3.20135129489817e+01	(2.63367667847208e+01dB,3.50258045511182e+01°)
3.20380936602018e+01	(2.63386282740144e+01dB,3.50035101194831e+01°)
3.20626932450570e+01	(2.63404876827857e+01dB,3.49812244222828e+01°)
3.20873117180390e+01	(2.63423450124947e+01dB,3.49589474656582e+01°)
3.21119490936506e+01	(2.63442002646306e+01dB,3.49366792551105e+01°)
3.21366053864055e+01	(2.63460534406416e+01dB,3.49144197953347e+01°)
3.21612806108289e+01	(2.63479045420370e+01dB,3.48921690918095e+01°)
3.21859747814568e+01	(2.63497535702394e+01dB,3.48699271501045e+01°)
3.22106879128367e+01	(2.63516005267790e+01dB,3.48476939754747e+01°)
3.22354200195270e+01	(2.63534454130777e+01dB,3.48254695732692e+01°)
3.22601711160974e+01	(2.63552882306345e+01dB,3.48032539483715e+01°)
3.22849412171287e+01	(2.63571289809100e+01dB,3.47810471067066e+01°)
3.23097303372131e+01	(2.63589676654046e+01dB,3.47588490530273e+01°)
3.23345384909538e+01	(2.63608042855705e+01dB,3.47366597926837e+01°)
3.23593656929652e+01	(2.63626388429242e+01dB,3.47144793307196e+01°)
3.23842119578731e+01	(2.63644713388895e+01dB,3.46923076724916e+01°)
3.24090773003144e+01	(2.63663017749896e+01dB,3.46701448236682e+01°)
3.24339617349373e+01	(2.63681301526707e+01dB,3.46479907884064e+01°)
3.24588652764012e+01	(2.63699564734519e+01dB,3.46258455727569e+01°)
3.24837879393767e+01	(2.63717807387921e+01dB,3.46037091817679e+01°)
3.25087297385458e+01	(2.63736029501616e+01dB,3.45815816200328e+01°)
3.25336906886017e+01	(2.63754231090776e+01dB,3.45594628930864e+01°)
3.25586708042490e+01	(2.63772412169960e+01dB,3.45373530056614e+01°)
3.25836701002033e+01	(2.63790572754002e+01dB,3.45152519638105e+01°)
3.26086885911917e+01	(2.63808712857814e+01dB,3.44931597714017e+01°)
3.26337262919527e+01	(2.63826832496375e+01dB,3.44710764342023e+01°)
3.26587832172360e+01	(2.63844931684579e+01dB,3.44490019573282e+01°)
3.26838593818025e+01	(2.63863010437273e+01dB,3.44269363457095e+01°)
3.27089548004247e+01	(2.63881068769236e+01dB,3.44048796037142e+01°)
3.27340694878862e+01	(2.63899106695321e+01dB,3.43828317371203e+01°)
3.27592034589822e+01	(2.63917124230603e+01dB,3.43607927507196e+01°)
3.27843567285189e+01	(2.63935121389993e+01dB,3.43387626495634e+01°)
3.28095293113143e+01	(2.63953098188166e+01dB,3.43167414384083e+01°)
3.28347212221975e+01	(2.63971054640374e+01dB,3.42947291224192e+01°)
3.28599324760090e+01	(2.63988990761114e+01dB,3.42727257063156e+01°)
3.28851630876007e+01	(2.64006906565876e+01dB,3.42507311954217e+01°)
3.29104130718361e+01	(2.64024802069156e+01dB,3.42287455939537e+01°)
3.29356824435899e+01	(2.64042677286119e+01dB,3.42067689075545e+01°)
3.29609712177482e+01	(2.64060532231553e+01dB,3.41848011405774e+01°)
3.29862794092087e+01	(2.64078366920619e+01dB,3.41628422981626e+01°)
3.30116070328804e+01	(2.64096181368135e+01dB,3.41408923851125e+01°)
3.30369541036839e+01	(2.64113975589264e+01dB,3.41189514063530e+01°)
3.30623206365510e+01	(2.64131749598727e+01dB,3.40970193665167e+01°)
3.30877066464253e+01	(2.64149503412010e+01dB,3.40750962702700e+01°)
3.31131121482615e+01	(2.64167237043392e+01dB,3.40531821228073e+01°)
3.31385371570262e+01	(2.64184950508449e+01dB,3.40312769287354e+01°)
3.31639816876970e+01	(2.64202643821900e+01dB,3.40093806930330e+01°)
3.31894457552635e+01	(2.64220316998989e+01dB,3.39874934200509e+01°)
3.32149293747264e+01	(2.64237970054526e+01dB,3.39656151147088e+01°)
3.32404325610983e+01	(2.64255603003584e+01dB,3.39437457818962e+01°)
3.32659553294029e+01	(2.64273215861392e+01dB,3.39218854259430e+01°)
3.32914976946758e+01	(2.64290808643082e+01dB,3.39000340520776e+01°)
3.33170596719640e+01	(2.64308381363139e+01dB,3.38781916644638e+01°)
3.33426412763260e+01	(2.64325934037000e+01dB,3.38563582679843e+01°)
3.33682425228319e+01	(2.64343466679949e+01dB,3.38345338675816e+01°)
3.33938634265634e+01	(2.64360979306541e+01dB,3.38127184675530e+01°)
3.34195040026139e+01	(2.64378471932134e+01dB,3.37909120724088e+01°)
3.34451642660881e+01	(2.64395944571930e+01dB,3.37691146870053e+01°)
3.34708442321025e+01	(2.64413397240860e+01dB,3.37473263159284e+01°)
3.34965439157852e+01	(2.64430829953982e+01dB,3.37255469638891e+01°)
3.35222633322759e+01	(2.64448242726421e+01dB,3.37037766350857e+01°)
3.35480024967258e+01	(2.64465635573480e+01dB,3.36820153343928e+01°)
3.35737614242980e+01	(2.64483008510107e+01dB,3.36602630662602e+01°)
